Which team was Mattingly playing against when he hit the last grand slam in 1987?;['Rangers', 'Rangers', 'Rangers'];Don Mattingly is the author of one of baseball’s most preposterous statistical anomalies. In 1987, he set the major league record (it has since been tied) for most grand slams in a season — six — and those were the only ones he ever hit. Two of them came during a streak in mid-July when he matched the record for most consecutive games with a home run — eight — actually hitting 10 in eight games. The last one, in Texas against the Rangers, just barely sailed over the wall in left-center field, not exactly the left-handed Mattingly’s power alley. “Holy cow, he did it!” Phil Rizzuto screamed, announcing the feat on TV. “Holy cow, Mattingly is unbelievable.”
What is Don Mattingly the author of?;['one of baseball’s most preposterous statistical anomalies', 'one of baseball’s most preposterous statistical anomalies', 'baseball’s most preposterous statistical anomalies'];Don Mattingly is the author of one of baseball’s most preposterous statistical anomalies. In 1987, he set the major league record (it has since been tied) for most grand slams in a season — six — and those were the only ones he ever hit. Two of them came during a streak in mid-July when he matched the record for most consecutive games with a home run — eight — actually hitting 10 in eight games. The last one, in Texas against the Rangers, just barely sailed over the wall in left-center field, not exactly the left-handed Mattingly’s power alley. “Holy cow, he did it!” Phil Rizzuto screamed, announcing the feat on TV. “Holy cow, Mattingly is unbelievable.”
In what year did Don Mattingly set the major league record for most grand slams in a season?;['1987', '1987', '1987'];Don Mattingly is the author of one of baseball’s most preposterous statistical anomalies. In 1987, he set the major league record (it has since been tied) for most grand slams in a season — six — and those were the only ones he ever hit. Two of them came during a streak in mid-July when he matched the record for most consecutive games with a home run — eight — actually hitting 10 in eight games. The last one, in Texas against the Rangers, just barely sailed over the wall in left-center field, not exactly the left-handed Mattingly’s power alley. “Holy cow, he did it!” Phil Rizzuto screamed, announcing the feat on TV. “Holy cow, Mattingly is unbelievable.”
How many grand slams did Mattingly hit during his hot streak in mid-July?;['Two', 'six', 'Two'];Don Mattingly is the author of one of baseball’s most preposterous statistical anomalies. In 1987, he set the major league record (it has since been tied) for most grand slams in a season — six — and those were the only ones he ever hit. Two of them came during a streak in mid-July when he matched the record for most consecutive games with a home run — eight — actually hitting 10 in eight games. The last one, in Texas against the Rangers, just barely sailed over the wall in left-center field, not exactly the left-handed Mattingly’s power alley. “Holy cow, he did it!” Phil Rizzuto screamed, announcing the feat on TV. “Holy cow, Mattingly is unbelievable.”
How many grand slams did Don Mattingy hit to set the record for most grand slams in 1987?;['six', 'six', 'six'];Don Mattingly is the author of one of baseball’s most preposterous statistical anomalies. In 1987, he set the major league record (it has since been tied) for most grand slams in a season — six — and those were the only ones he ever hit. Two of them came during a streak in mid-July when he matched the record for most consecutive games with a home run — eight — actually hitting 10 in eight games. The last one, in Texas against the Rangers, just barely sailed over the wall in left-center field, not exactly the left-handed Mattingly’s power alley. “Holy cow, he did it!” Phil Rizzuto screamed, announcing the feat on TV. “Holy cow, Mattingly is unbelievable.”
Who announced "Holy cow, Mattingly is unbelievable" on TV?;['Phil Rizzuto', 'Phil Rizzuto', 'Phil Rizzuto'];Don Mattingly is the author of one of baseball’s most preposterous statistical anomalies. In 1987, he set the major league record (it has since been tied) for most grand slams in a season — six — and those were the only ones he ever hit. Two of them came during a streak in mid-July when he matched the record for most consecutive games with a home run — eight — actually hitting 10 in eight games. The last one, in Texas against the Rangers, just barely sailed over the wall in left-center field, not exactly the left-handed Mattingly’s power alley. “Holy cow, he did it!” Phil Rizzuto screamed, announcing the feat on TV. “Holy cow, Mattingly is unbelievable.”
Which team did Mattingly coach after he retired?;['Dodgers', 'Yankees'];After retiring as a player, Mattingly was successful as a coach for the Yankees. In 2004, when he was the hitting coach, the team belted 242 homers, the most of any Yankee team in history. Now, of course, he’s the manager of the Dodgers, which strikes me as ridiculous — wrong shade of blue. After Joe Torre stepped down as manager of the Yankees, I favored Mattingly over Joe Girardi to replace him. Girardi is like the new stadium — he’s fine, spiffy, a good face for the organization. But not for the fans who saw Mattingly in his prime.
Who stepped down as a manager for the Yankees?;['Joe Torre', 'Joe Torre', 'Joe Torre'];After retiring as a player, Mattingly was successful as a coach for the Yankees. In 2004, when he was the hitting coach, the team belted 242 homers, the most of any Yankee team in history. Now, of course, he’s the manager of the Dodgers, which strikes me as ridiculous — wrong shade of blue. After Joe Torre stepped down as manager of the Yankees, I favored Mattingly over Joe Girardi to replace him. Girardi is like the new stadium — he’s fine, spiffy, a good face for the organization. But not for the fans who saw Mattingly in his prime.
Which team did Mattingly go onto coach after coaching the Yankees?;['Dodgers', 'Dodgers', 'Dodgers'];After retiring as a player, Mattingly was successful as a coach for the Yankees. In 2004, when he was the hitting coach, the team belted 242 homers, the most of any Yankee team in history. Now, of course, he’s the manager of the Dodgers, which strikes me as ridiculous — wrong shade of blue. After Joe Torre stepped down as manager of the Yankees, I favored Mattingly over Joe Girardi to replace him. Girardi is like the new stadium — he’s fine, spiffy, a good face for the organization. But not for the fans who saw Mattingly in his prime.
What kind of coach was Mattingly for the Yankees?;['hitting coach', 'successful', 'successful'];After retiring as a player, Mattingly was successful as a coach for the Yankees. In 2004, when he was the hitting coach, the team belted 242 homers, the most of any Yankee team in history. Now, of course, he’s the manager of the Dodgers, which strikes me as ridiculous — wrong shade of blue. After Joe Torre stepped down as manager of the Yankees, I favored Mattingly over Joe Girardi to replace him. Girardi is like the new stadium — he’s fine, spiffy, a good face for the organization. But not for the fans who saw Mattingly in his prime.
When did the Yankees hit the most home runs?;['2004', '2004', '2004'];After retiring as a player, Mattingly was successful as a coach for the Yankees. In 2004, when he was the hitting coach, the team belted 242 homers, the most of any Yankee team in history. Now, of course, he’s the manager of the Dodgers, which strikes me as ridiculous — wrong shade of blue. After Joe Torre stepped down as manager of the Yankees, I favored Mattingly over Joe Girardi to replace him. Girardi is like the new stadium — he’s fine, spiffy, a good face for the organization. But not for the fans who saw Mattingly in his prime.
What team did Mattingly become a coach for after retiring as a player?;['Dodgers', 'Yankees'];After retiring as a player, Mattingly was successful as a coach for the Yankees. In 2004, when he was the hitting coach, the team belted 242 homers, the most of any Yankee team in history. Now, of course, he’s the manager of the Dodgers, which strikes me as ridiculous — wrong shade of blue. After Joe Torre stepped down as manager of the Yankees, I favored Mattingly over Joe Girardi to replace him. Girardi is like the new stadium — he’s fine, spiffy, a good face for the organization. But not for the fans who saw Mattingly in his prime.
In what year did the Yankees hit 242 home runes, breaking their record?;['2004', '2004', '2004'];After retiring as a player, Mattingly was successful as a coach for the Yankees. In 2004, when he was the hitting coach, the team belted 242 homers, the most of any Yankee team in history. Now, of course, he’s the manager of the Dodgers, which strikes me as ridiculous — wrong shade of blue. After Joe Torre stepped down as manager of the Yankees, I favored Mattingly over Joe Girardi to replace him. Girardi is like the new stadium — he’s fine, spiffy, a good face for the organization. But not for the fans who saw Mattingly in his prime.
What team is Mattingly currently the manager of?;['the Dodgers', 'Dodgers', 'Dodgers'];After retiring as a player, Mattingly was successful as a coach for the Yankees. In 2004, when he was the hitting coach, the team belted 242 homers, the most of any Yankee team in history. Now, of course, he’s the manager of the Dodgers, which strikes me as ridiculous — wrong shade of blue. After Joe Torre stepped down as manager of the Yankees, I favored Mattingly over Joe Girardi to replace him. Girardi is like the new stadium — he’s fine, spiffy, a good face for the organization. But not for the fans who saw Mattingly in his prime.
Who replaced Joe Torre as the manager of the Yankees?;['Joe Girardi', 'Joe Girardi', 'Joe Girardi'];After retiring as a player, Mattingly was successful as a coach for the Yankees. In 2004, when he was the hitting coach, the team belted 242 homers, the most of any Yankee team in history. Now, of course, he’s the manager of the Dodgers, which strikes me as ridiculous — wrong shade of blue. After Joe Torre stepped down as manager of the Yankees, I favored Mattingly over Joe Girardi to replace him. Girardi is like the new stadium — he’s fine, spiffy, a good face for the organization. But not for the fans who saw Mattingly in his prime.
Who was responsible for two runs?;['Edgar Martinez', 'Edgar Martinez', 'Edgar Martinez'];But David Cone, another Yankees war horse, walked in the tying run in the eighth, and the game went to extra innings. In the top of the 11th, the Yankees scored on a single by Randy Velarde, and all they had to do was hold the lead. They didn’t. In a play that seemed to unfold in slow motion so that you could see the heartbreak coming long before it arrived, Edgar Martinez doubled into the left-field corner off Jack McDowell, scoring two runs, including Ken Griffey Jr. on an all-out sprint from first base.
Which team was not successful in holding the lead?;['Yankees', 'Yankees'];But David Cone, another Yankees war horse, walked in the tying run in the eighth, and the game went to extra innings. In the top of the 11th, the Yankees scored on a single by Randy Velarde, and all they had to do was hold the lead. They didn’t. In a play that seemed to unfold in slow motion so that you could see the heartbreak coming long before it arrived, Edgar Martinez doubled into the left-field corner off Jack McDowell, scoring two runs, including Ken Griffey Jr. on an all-out sprint from first base.
Which player sprinted all the way from first base and scored a run?;['Ken Griffey Jr.', 'Ken Griffey Jr.', 'Ken Griffey Jr.'];But David Cone, another Yankees war horse, walked in the tying run in the eighth, and the game went to extra innings. In the top of the 11th, the Yankees scored on a single by Randy Velarde, and all they had to do was hold the lead. They didn’t. In a play that seemed to unfold in slow motion so that you could see the heartbreak coming long before it arrived, Edgar Martinez doubled into the left-field corner off Jack McDowell, scoring two runs, including Ken Griffey Jr. on an all-out sprint from first base.
Until which inning did the baseball game last to?;['11th', '11th', '11th'];But David Cone, another Yankees war horse, walked in the tying run in the eighth, and the game went to extra innings. In the top of the 11th, the Yankees scored on a single by Randy Velarde, and all they had to do was hold the lead. They didn’t. In a play that seemed to unfold in slow motion so that you could see the heartbreak coming long before it arrived, Edgar Martinez doubled into the left-field corner off Jack McDowell, scoring two runs, including Ken Griffey Jr. on an all-out sprint from first base.
Which player caused the baseball game to go into a tie?;['David Cone', 'David Cone', 'David Cone'];But David Cone, another Yankees war horse, walked in the tying run in the eighth, and the game went to extra innings. In the top of the 11th, the Yankees scored on a single by Randy Velarde, and all they had to do was hold the lead. They didn’t. In a play that seemed to unfold in slow motion so that you could see the heartbreak coming long before it arrived, Edgar Martinez doubled into the left-field corner off Jack McDowell, scoring two runs, including Ken Griffey Jr. on an all-out sprint from first base.
Who caused the Yankees game to go to extra innings?;['David Cone', 'David Cone', 'David Cone'];But David Cone, another Yankees war horse, walked in the tying run in the eighth, and the game went to extra innings. In the top of the 11th, the Yankees scored on a single by Randy Velarde, and all they had to do was hold the lead. They didn’t. In a play that seemed to unfold in slow motion so that you could see the heartbreak coming long before it arrived, Edgar Martinez doubled into the left-field corner off Jack McDowell, scoring two runs, including Ken Griffey Jr. on an all-out sprint from first base.
In what inning did Randy Verlade score on a single?;['the 11th', '11th', '11th'];But David Cone, another Yankees war horse, walked in the tying run in the eighth, and the game went to extra innings. In the top of the 11th, the Yankees scored on a single by Randy Velarde, and all they had to do was hold the lead. They didn’t. In a play that seemed to unfold in slow motion so that you could see the heartbreak coming long before it arrived, Edgar Martinez doubled into the left-field corner off Jack McDowell, scoring two runs, including Ken Griffey Jr. on an all-out sprint from first base.
Who doubled into the left-field corner?;['Edgar Martinez', 'Edgar Martinez', 'Edgar Martinez'];But David Cone, another Yankees war horse, walked in the tying run in the eighth, and the game went to extra innings. In the top of the 11th, the Yankees scored on a single by Randy Velarde, and all they had to do was hold the lead. They didn’t. In a play that seemed to unfold in slow motion so that you could see the heartbreak coming long before it arrived, Edgar Martinez doubled into the left-field corner off Jack McDowell, scoring two runs, including Ken Griffey Jr. on an all-out sprint from first base.
Who  scored a run in the 11th inning with an all-out sprint from first base?;['Ken Griffey Jr.', 'Ken Griffey Jr.', 'Randy Velarde'];But David Cone, another Yankees war horse, walked in the tying run in the eighth, and the game went to extra innings. In the top of the 11th, the Yankees scored on a single by Randy Velarde, and all they had to do was hold the lead. They didn’t. In a play that seemed to unfold in slow motion so that you could see the heartbreak coming long before it arrived, Edgar Martinez doubled into the left-field corner off Jack McDowell, scoring two runs, including Ken Griffey Jr. on an all-out sprint from first base.
What did W. McIntyre Burnham say?;['They don’t want to play the game', 'They don’t want to play the game', '“They don’t want to play the game,”'];But their rigid opposition to animal research in particular may come at a steep price. “They don’t want to play the game,” said W. McIntyre Burnham, a neuropharmacologist at the University of Toronto, with whom Dr. Ohayon studied. “They may be the wave of the future, but I think they may also have trouble getting support.” The two came to the idea of an alternative approach to neuroscience on a backpacking trip on Vancouver Island in 2011. Dr. Lam was ending a postdoctoral fellowship, and the two scientists were worried about the direction of neuroscience. As it turned out, they were not the only ones. Eventually they found a kindred spirit in the neuroscientist Jay S. Coggan. The Green Neuroscience Laboratory is affiliated with — and shares offices with — the NeuroLinx Research Institute, which he founded.
What is W. McIntyre Burnham's profession?;['neuropharmacologist', 'neuropharmacologist', 'neuropharmacologist'];But their rigid opposition to animal research in particular may come at a steep price. “They don’t want to play the game,” said W. McIntyre Burnham, a neuropharmacologist at the University of Toronto, with whom Dr. Ohayon studied. “They may be the wave of the future, but I think they may also have trouble getting support.” The two came to the idea of an alternative approach to neuroscience on a backpacking trip on Vancouver Island in 2011. Dr. Lam was ending a postdoctoral fellowship, and the two scientists were worried about the direction of neuroscience. As it turned out, they were not the only ones. Eventually they found a kindred spirit in the neuroscientist Jay S. Coggan. The Green Neuroscience Laboratory is affiliated with — and shares offices with — the NeuroLinx Research Institute, which he founded.
Where does W. McIntyre Burnham work?;['University of Toronto', 'University of Toronto', 'the University of Toronto'];But their rigid opposition to animal research in particular may come at a steep price. “They don’t want to play the game,” said W. McIntyre Burnham, a neuropharmacologist at the University of Toronto, with whom Dr. Ohayon studied. “They may be the wave of the future, but I think they may also have trouble getting support.” The two came to the idea of an alternative approach to neuroscience on a backpacking trip on Vancouver Island in 2011. Dr. Lam was ending a postdoctoral fellowship, and the two scientists were worried about the direction of neuroscience. As it turned out, they were not the only ones. Eventually they found a kindred spirit in the neuroscientist Jay S. Coggan. The Green Neuroscience Laboratory is affiliated with — and shares offices with — the NeuroLinx Research Institute, which he founded.
Who did W. McIntyre Burnham go to school with?;['Dr. Ohayon', 'Dr. Ohayon', 'Dr. Ohayon'];But their rigid opposition to animal research in particular may come at a steep price. “They don’t want to play the game,” said W. McIntyre Burnham, a neuropharmacologist at the University of Toronto, with whom Dr. Ohayon studied. “They may be the wave of the future, but I think they may also have trouble getting support.” The two came to the idea of an alternative approach to neuroscience on a backpacking trip on Vancouver Island in 2011. Dr. Lam was ending a postdoctoral fellowship, and the two scientists were worried about the direction of neuroscience. As it turned out, they were not the only ones. Eventually they found a kindred spirit in the neuroscientist Jay S. Coggan. The Green Neuroscience Laboratory is affiliated with — and shares offices with — the NeuroLinx Research Institute, which he founded.
Who said, "They don't want to play the game?';['W. McIntyre Burnham', 'W. McIntyre Burnham', 'W. McIntyre Burnham'];But their rigid opposition to animal research in particular may come at a steep price. “They don’t want to play the game,” said W. McIntyre Burnham, a neuropharmacologist at the University of Toronto, with whom Dr. Ohayon studied. “They may be the wave of the future, but I think they may also have trouble getting support.” The two came to the idea of an alternative approach to neuroscience on a backpacking trip on Vancouver Island in 2011. Dr. Lam was ending a postdoctoral fellowship, and the two scientists were worried about the direction of neuroscience. As it turned out, they were not the only ones. Eventually they found a kindred spirit in the neuroscientist Jay S. Coggan. The Green Neuroscience Laboratory is affiliated with — and shares offices with — the NeuroLinx Research Institute, which he founded.
What year did Dr. Burnham and Dr. Ohayon take a trip?;['2011', '2011', '2011'];But their rigid opposition to animal research in particular may come at a steep price. “They don’t want to play the game,” said W. McIntyre Burnham, a neuropharmacologist at the University of Toronto, with whom Dr. Ohayon studied. “They may be the wave of the future, but I think they may also have trouble getting support.” The two came to the idea of an alternative approach to neuroscience on a backpacking trip on Vancouver Island in 2011. Dr. Lam was ending a postdoctoral fellowship, and the two scientists were worried about the direction of neuroscience. As it turned out, they were not the only ones. Eventually they found a kindred spirit in the neuroscientist Jay S. Coggan. The Green Neuroscience Laboratory is affiliated with — and shares offices with — the NeuroLinx Research Institute, which he founded.
What is W. McIntyre Burnham's profession?;['neuropharmacologist', 'neuropharmacologist', 'neuropharmacologist'];But their rigid opposition to animal research in particular may come at a steep price. “They don’t want to play the game,” said W. McIntyre Burnham, a neuropharmacologist at the University of Toronto, with whom Dr. Ohayon studied. “They may be the wave of the future, but I think they may also have trouble getting support.” The two came to the idea of an alternative approach to neuroscience on a backpacking trip on Vancouver Island in 2011. Dr. Lam was ending a postdoctoral fellowship, and the two scientists were worried about the direction of neuroscience. As it turned out, they were not the only ones. Eventually they found a kindred spirit in the neuroscientist Jay S. Coggan. The Green Neuroscience Laboratory is affiliated with — and shares offices with — the NeuroLinx Research Institute, which he founded.
Who founded the NeuroLinx Research Institute?;['Jay S. Coggan', 'Jay S. Coggan', 'Jay S. Coggan'];But their rigid opposition to animal research in particular may come at a steep price. “They don’t want to play the game,” said W. McIntyre Burnham, a neuropharmacologist at the University of Toronto, with whom Dr. Ohayon studied. “They may be the wave of the future, but I think they may also have trouble getting support.” The two came to the idea of an alternative approach to neuroscience on a backpacking trip on Vancouver Island in 2011. Dr. Lam was ending a postdoctoral fellowship, and the two scientists were worried about the direction of neuroscience. As it turned out, they were not the only ones. Eventually they found a kindred spirit in the neuroscientist Jay S. Coggan. The Green Neuroscience Laboratory is affiliated with — and shares offices with — the NeuroLinx Research Institute, which he founded.
Where is W. McIntyre Burnham a neurophamcologist?;['University of Toronto', 'University of Toronto', 'the University of Toronto'];But their rigid opposition to animal research in particular may come at a steep price. “They don’t want to play the game,” said W. McIntyre Burnham, a neuropharmacologist at the University of Toronto, with whom Dr. Ohayon studied. “They may be the wave of the future, but I think they may also have trouble getting support.” The two came to the idea of an alternative approach to neuroscience on a backpacking trip on Vancouver Island in 2011. Dr. Lam was ending a postdoctoral fellowship, and the two scientists were worried about the direction of neuroscience. As it turned out, they were not the only ones. Eventually they found a kindred spirit in the neuroscientist Jay S. Coggan. The Green Neuroscience Laboratory is affiliated with — and shares offices with — the NeuroLinx Research Institute, which he founded.
What had disappointed Dr. Coggan?;['the “establishment” science', '“establishment” science', '“establishment” science'];Dr. Coggan had earlier grown disappointed with the “establishment” science in which, he says, academic research and corporate profit priorities are increasingly indistinguishable. He bootstrapped the research laboratory with his own money and now supports it with funding from a variety of private individual contributions and scientific research grants. NeuroLinx now supports a range of research projects, including an exploration of the way dolphins sleep, an effort to create a computer simulation of the ubiquitous lab worm C. elegans (known as the Open Worm project), and an exploration of nerve damage in diseases like multiple sclerosis. Dr. Ohayon had done early research in the field of autonomous agents based on neural networks, computing models inspired by biological nervous systems, but stopped for almost a decade because of worries about military applications of the technology.
Where did Dr. Coggan get funds to bootstrap the research laboratory?;['He bootstrapped the research laboratory with his own money', 'his own money', 'his own money'];Dr. Coggan had earlier grown disappointed with the “establishment” science in which, he says, academic research and corporate profit priorities are increasingly indistinguishable. He bootstrapped the research laboratory with his own money and now supports it with funding from a variety of private individual contributions and scientific research grants. NeuroLinx now supports a range of research projects, including an exploration of the way dolphins sleep, an effort to create a computer simulation of the ubiquitous lab worm C. elegans (known as the Open Worm project), and an exploration of nerve damage in diseases like multiple sclerosis. Dr. Ohayon had done early research in the field of autonomous agents based on neural networks, computing models inspired by biological nervous systems, but stopped for almost a decade because of worries about military applications of the technology.
Why did the "establishment" science disappoint Dr. Coggan?;['academic research and corporate profit priorities are increasingly indistinguishable', 'academic research and corporate profit priorities are increasingly indistinguishable', 'academic research and corporate profit priorities are increasingly indistinguishable'];Dr. Coggan had earlier grown disappointed with the “establishment” science in which, he says, academic research and corporate profit priorities are increasingly indistinguishable. He bootstrapped the research laboratory with his own money and now supports it with funding from a variety of private individual contributions and scientific research grants. NeuroLinx now supports a range of research projects, including an exploration of the way dolphins sleep, an effort to create a computer simulation of the ubiquitous lab worm C. elegans (known as the Open Worm project), and an exploration of nerve damage in diseases like multiple sclerosis. Dr. Ohayon had done early research in the field of autonomous agents based on neural networks, computing models inspired by biological nervous systems, but stopped for almost a decade because of worries about military applications of the technology.
