was the government seeing eye to eye even during communism in the first world war?;['The division between the two sees intensified during the Soviet period and to some extent reflected the politics of the Cold War', 'division between the two sees intensified'];The division between the two sees intensified during the Soviet period and to some extent reflected the politics of the Cold War.  The Armenian Revolutionary Federation (ARF) Dashnaktsutyun social democratic political party that had dominated the independent Republic of Armenia from 1918 to 1920 and was active in the diaspora, saw the Church and clergy, with its worldwide headquarters at the Mother See of Holy Etchmiadzin in the Soviet Republic of Armenia, as a captive Communist puppet, and accused its clergy in the US as unduly influenced by Communists, particularly as the clergy were reluctant to participate in nationalist events and memorials that could be perceived as anti-Soviet. On December 24, 1933, a group of assassins attacked Eastern Diocese Archbishop Levon Tourian as he walked down the aisle of Holy Cross Armenian Church in the Washington Heights neighborhood of New York City during the Divine Liturgy, and killed him with a butcher's knife.  Nine ARF members were later arrested, tried and convicted.  The incident divided the Armenian community, as ARF sympathizers established congregations independent of the Mother See of Holy Etchmiadzin, declaring loyalty instead to the See based in Antelias in Lebanon.  The division was formalized in 1956 when the Antelias (Cilisian) See broke away from the Mother See of Holy Etchmiadzin See.
was the clergy seen as a communist sympathizer?;['clergy were reluctant to participate in nationalist events and memorials that could be perceived as anti-Soviet', 'Soviet Republic of Armenia, as a captive Communist puppet, and accused its clergy in the US as unduly influenced by Communists', 'accused its clergy in the US as unduly influenced by Communists'];The division between the two sees intensified during the Soviet period and to some extent reflected the politics of the Cold War.  The Armenian Revolutionary Federation (ARF) Dashnaktsutyun social democratic political party that had dominated the independent Republic of Armenia from 1918 to 1920 and was active in the diaspora, saw the Church and clergy, with its worldwide headquarters at the Mother See of Holy Etchmiadzin in the Soviet Republic of Armenia, as a captive Communist puppet, and accused its clergy in the US as unduly influenced by Communists, particularly as the clergy were reluctant to participate in nationalist events and memorials that could be perceived as anti-Soviet. On December 24, 1933, a group of assassins attacked Eastern Diocese Archbishop Levon Tourian as he walked down the aisle of Holy Cross Armenian Church in the Washington Heights neighborhood of New York City during the Divine Liturgy, and killed him with a butcher's knife.  Nine ARF members were later arrested, tried and convicted.  The incident divided the Armenian community, as ARF sympathizers established congregations independent of the Mother See of Holy Etchmiadzin, declaring loyalty instead to the See based in Antelias in Lebanon.  The division was formalized in 1956 when the Antelias (Cilisian) See broke away from the Mother See of Holy Etchmiadzin See.
was there any event that sparked a big problem?;['On December 24, 1933, a group of assassins attacked Eastern Diocese Archbishop Levon Tourian as he walked down the aisle of Holy Cross Armenian Church', 'clergy were reluctant to participate in nationalist events and memorials that could be perceived as anti-Soviet.', 'group of assassins attacked Eastern Diocese Archbishop Levon Tourian'];The division between the two sees intensified during the Soviet period and to some extent reflected the politics of the Cold War.  The Armenian Revolutionary Federation (ARF) Dashnaktsutyun social democratic political party that had dominated the independent Republic of Armenia from 1918 to 1920 and was active in the diaspora, saw the Church and clergy, with its worldwide headquarters at the Mother See of Holy Etchmiadzin in the Soviet Republic of Armenia, as a captive Communist puppet, and accused its clergy in the US as unduly influenced by Communists, particularly as the clergy were reluctant to participate in nationalist events and memorials that could be perceived as anti-Soviet. On December 24, 1933, a group of assassins attacked Eastern Diocese Archbishop Levon Tourian as he walked down the aisle of Holy Cross Armenian Church in the Washington Heights neighborhood of New York City during the Divine Liturgy, and killed him with a butcher's knife.  Nine ARF members were later arrested, tried and convicted.  The incident divided the Armenian community, as ARF sympathizers established congregations independent of the Mother See of Holy Etchmiadzin, declaring loyalty instead to the See based in Antelias in Lebanon.  The division was formalized in 1956 when the Antelias (Cilisian) See broke away from the Mother See of Holy Etchmiadzin See.
what happened after the assasination of this archbishop?;['The incident divided the Armenian community, as ARF sympathizers established congregations independent of the Mother See of Holy Etchmiadzin', "killed him with a butcher's knife", 'divided the Armenian community'];The division between the two sees intensified during the Soviet period and to some extent reflected the politics of the Cold War.  The Armenian Revolutionary Federation (ARF) Dashnaktsutyun social democratic political party that had dominated the independent Republic of Armenia from 1918 to 1920 and was active in the diaspora, saw the Church and clergy, with its worldwide headquarters at the Mother See of Holy Etchmiadzin in the Soviet Republic of Armenia, as a captive Communist puppet, and accused its clergy in the US as unduly influenced by Communists, particularly as the clergy were reluctant to participate in nationalist events and memorials that could be perceived as anti-Soviet. On December 24, 1933, a group of assassins attacked Eastern Diocese Archbishop Levon Tourian as he walked down the aisle of Holy Cross Armenian Church in the Washington Heights neighborhood of New York City during the Divine Liturgy, and killed him with a butcher's knife.  Nine ARF members were later arrested, tried and convicted.  The incident divided the Armenian community, as ARF sympathizers established congregations independent of the Mother See of Holy Etchmiadzin, declaring loyalty instead to the See based in Antelias in Lebanon.  The division was formalized in 1956 when the Antelias (Cilisian) See broke away from the Mother See of Holy Etchmiadzin See.
so was there a permanent division?;['The division was formalized in 1956 when the Antelias (Cilisian) See broke away from the Mother See of Holy Etchmiadzin See.', 'The division between the two sees intensified during the Soviet period and to some extent reflected the politics of the Cold War.', 'division was formalized in 1956'];The division between the two sees intensified during the Soviet period and to some extent reflected the politics of the Cold War.  The Armenian Revolutionary Federation (ARF) Dashnaktsutyun social democratic political party that had dominated the independent Republic of Armenia from 1918 to 1920 and was active in the diaspora, saw the Church and clergy, with its worldwide headquarters at the Mother See of Holy Etchmiadzin in the Soviet Republic of Armenia, as a captive Communist puppet, and accused its clergy in the US as unduly influenced by Communists, particularly as the clergy were reluctant to participate in nationalist events and memorials that could be perceived as anti-Soviet. On December 24, 1933, a group of assassins attacked Eastern Diocese Archbishop Levon Tourian as he walked down the aisle of Holy Cross Armenian Church in the Washington Heights neighborhood of New York City during the Divine Liturgy, and killed him with a butcher's knife.  Nine ARF members were later arrested, tried and convicted.  The incident divided the Armenian community, as ARF sympathizers established congregations independent of the Mother See of Holy Etchmiadzin, declaring loyalty instead to the See based in Antelias in Lebanon.  The division was formalized in 1956 when the Antelias (Cilisian) See broke away from the Mother See of Holy Etchmiadzin See.
is the Armenian church more western or eastern orthadox?;['the Church has much in common both with the Latin Rite in its externals,', 'Eastern Orthodox Church', 'Eastern Orthodox'];Liturgically speaking, the Church has much in common both with the Latin Rite in its externals, especially as it was at the time of separation, as well as with the Eastern Orthodox Church. For example, Armenian bishops wear mitres almost identical to those of Western bishops. They usually do not use a full iconostasis, but rather a sanctuary veil (a curtain usually with a cross or divine image in the center, used also by the Syriac Churches). The liturgical music is Armenian chant. Many of the Armenian churches also have pipe organs to accompany their chant.
what kind of clothing do Armenian bishops wear?;['Armenian bishops wear mitres almost identical to those of Western bishops.', 'mitres', 'bishops wear mitres almost identical to those of Western bishops'];Liturgically speaking, the Church has much in common both with the Latin Rite in its externals, especially as it was at the time of separation, as well as with the Eastern Orthodox Church. For example, Armenian bishops wear mitres almost identical to those of Western bishops. They usually do not use a full iconostasis, but rather a sanctuary veil (a curtain usually with a cross or divine image in the center, used also by the Syriac Churches). The liturgical music is Armenian chant. Many of the Armenian churches also have pipe organs to accompany their chant.
do they use full western priest garments?;['They usually do not use a full iconostasis, but rather a sanctuary veil', 'mitres almost identical to those of Western bishops', 'bishops wear mitres almost identical to those of Western bishops'];Liturgically speaking, the Church has much in common both with the Latin Rite in its externals, especially as it was at the time of separation, as well as with the Eastern Orthodox Church. For example, Armenian bishops wear mitres almost identical to those of Western bishops. They usually do not use a full iconostasis, but rather a sanctuary veil (a curtain usually with a cross or divine image in the center, used also by the Syriac Churches). The liturgical music is Armenian chant. Many of the Armenian churches also have pipe organs to accompany their chant.
what kind of church music is used?;['The liturgical music is Armenian chant', 'Armenian chant', 'Armenian chant'];Liturgically speaking, the Church has much in common both with the Latin Rite in its externals, especially as it was at the time of separation, as well as with the Eastern Orthodox Church. For example, Armenian bishops wear mitres almost identical to those of Western bishops. They usually do not use a full iconostasis, but rather a sanctuary veil (a curtain usually with a cross or divine image in the center, used also by the Syriac Churches). The liturgical music is Armenian chant. Many of the Armenian churches also have pipe organs to accompany their chant.
are there musical instruments used during the service?;['Many of the Armenian churches also have pipe organs to accompany their chant', 'pipe organs', 'pipe organs'];Liturgically speaking, the Church has much in common both with the Latin Rite in its externals, especially as it was at the time of separation, as well as with the Eastern Orthodox Church. For example, Armenian bishops wear mitres almost identical to those of Western bishops. They usually do not use a full iconostasis, but rather a sanctuary veil (a curtain usually with a cross or divine image in the center, used also by the Syriac Churches). The liturgical music is Armenian chant. Many of the Armenian churches also have pipe organs to accompany their chant.
is there a defined separation of church and state?;["The status of the Armenian Apostolic Church within the Republic of Armenia is defined in the country's constitution", 'The Republic of Armenia recognizes the exclusive historical mission of the Armenian Apostolic Holy Church as a national church'];The status of the Armenian Apostolic Church within the Republic of Armenia is defined in the country's constitution. Article 8.1 of the Constitution of Armenia states: "The Republic of Armenia recognizes the exclusive historical mission of the Armenian Apostolic Holy Church as a national church, in the spiritual life, development of the national culture and preservation of the national identity of the people of Armenia." Among others, ethnographer Hranush Kharatyan has questioned the constitutionality of the phrase "national church".
How is the church recognized by the state?;['Article 8.1 of the Constitution of Armenia', 'national church, in the spiritual life,', 'national church'];The status of the Armenian Apostolic Church within the Republic of Armenia is defined in the country's constitution. Article 8.1 of the Constitution of Armenia states: "The Republic of Armenia recognizes the exclusive historical mission of the Armenian Apostolic Holy Church as a national church, in the spiritual life, development of the national culture and preservation of the national identity of the people of Armenia." Among others, ethnographer Hranush Kharatyan has questioned the constitutionality of the phrase "national church".
is the church recognized by the state?;['"The Republic of Armenia recognizes the exclusive historical mission of the Armenian Apostolic Holy Church as a national church', 'The Republic of Armenia recognizes the exclusive historical mission of the Armenian Apostolic Holy Church as a national church'];The status of the Armenian Apostolic Church within the Republic of Armenia is defined in the country's constitution. Article 8.1 of the Constitution of Armenia states: "The Republic of Armenia recognizes the exclusive historical mission of the Armenian Apostolic Holy Church as a national church, in the spiritual life, development of the national culture and preservation of the national identity of the people of Armenia." Among others, ethnographer Hranush Kharatyan has questioned the constitutionality of the phrase "national church".
how further does the state recognize the church of Armenia?;['in the spiritual life, development of the national culture and preservation of the national identity of the people of Armenia.', 'national church', 'Article 8.1 of the Constitution of Armenia'];The status of the Armenian Apostolic Church within the Republic of Armenia is defined in the country's constitution. Article 8.1 of the Constitution of Armenia states: "The Republic of Armenia recognizes the exclusive historical mission of the Armenian Apostolic Holy Church as a national church, in the spiritual life, development of the national culture and preservation of the national identity of the people of Armenia." Among others, ethnographer Hranush Kharatyan has questioned the constitutionality of the phrase "national church".
has there ever been a legal challange?;['Among others, ethnographer Hranush Kharatyan has questioned the constitutionality of the phrase "national church".', 'ethnographer Hranush Kharatyan has questioned the constitutionality'];The status of the Armenian Apostolic Church within the Republic of Armenia is defined in the country's constitution. Article 8.1 of the Constitution of Armenia states: "The Republic of Armenia recognizes the exclusive historical mission of the Armenian Apostolic Holy Church as a national church, in the spiritual life, development of the national culture and preservation of the national identity of the people of Armenia." Among others, ethnographer Hranush Kharatyan has questioned the constitutionality of the phrase "national church".
When was the First Council of Dvin?;['506', '506', '506'];At the First Council of Dvin in 506 the synod of the Armenian, Georgian, and Caucasian Albanian bishops were assembled during the reign of Catholicos Babken I. The participation of the Catholicoi of Georgia and Albania were set to make clear the position of the churches concerning the Council of Chalcedon. The "Book of Epistles" mentions that 20 bishops, 14 laymen, and many nakharars (rulers of Armenia) participated in the council. The involvement in the council discussion of different level of lay persons seemed to be a general rule in Armenia.
Who assembled for this First Council?;['Armenian, Georgian, and Caucasian Albanian bishops', 'Armenian, Georgian, and Caucasian Albanian bishops', 'bishops'];At the First Council of Dvin in 506 the synod of the Armenian, Georgian, and Caucasian Albanian bishops were assembled during the reign of Catholicos Babken I. The participation of the Catholicoi of Georgia and Albania were set to make clear the position of the churches concerning the Council of Chalcedon. The "Book of Epistles" mentions that 20 bishops, 14 laymen, and many nakharars (rulers of Armenia) participated in the council. The involvement in the council discussion of different level of lay persons seemed to be a general rule in Armenia.
What was the goal of the Catholicoi of Georgia and Albania?;['to make clear the position of the churches concerning the Council of Chalcedon.', 'make clear the position of the churches', 'Council of Chalcedon'];At the First Council of Dvin in 506 the synod of the Armenian, Georgian, and Caucasian Albanian bishops were assembled during the reign of Catholicos Babken I. The participation of the Catholicoi of Georgia and Albania were set to make clear the position of the churches concerning the Council of Chalcedon. The "Book of Epistles" mentions that 20 bishops, 14 laymen, and many nakharars (rulers of Armenia) participated in the council. The involvement in the council discussion of different level of lay persons seemed to be a general rule in Armenia.
How many bishops are in the Book of Epistles?;['20', '20', '20'];At the First Council of Dvin in 506 the synod of the Armenian, Georgian, and Caucasian Albanian bishops were assembled during the reign of Catholicos Babken I. The participation of the Catholicoi of Georgia and Albania were set to make clear the position of the churches concerning the Council of Chalcedon. The "Book of Epistles" mentions that 20 bishops, 14 laymen, and many nakharars (rulers of Armenia) participated in the council. The involvement in the council discussion of different level of lay persons seemed to be a general rule in Armenia.
When was the 3rd Council of Dvin?;['609–610', '609–610', '609'];Almost a century later (609–610) the 3rd Council of Dvin was convened during the reign of Catholicos Abraham I of Aghbatank and Prince Smbat Bagratuni, with clergymen and laymen participating. The Georgian Church disagreed with the Armenian Church having approved the christology of Chalcedon. This council was convened to clarify the relationship between the Armenian and Georgian churches. After the Council, Catholicos Abraham wrote an encyclical letter addressed to the people, blaming Kurion and his adherents for the schism. The Council never set up canons; it only deprived Georgians from taking Communion in the Armenian Church. Despite this, the Albanian Church remained under the jurisdiction of the Armenian Church while in communion with the Georgian Church.
Who participated in the 3rd Council?;['Prince Smbat Bagratuni, with clergymen and laymen', 'clergymen and laymen', 'clergymen and laymen'];Almost a century later (609–610) the 3rd Council of Dvin was convened during the reign of Catholicos Abraham I of Aghbatank and Prince Smbat Bagratuni, with clergymen and laymen participating. The Georgian Church disagreed with the Armenian Church having approved the christology of Chalcedon. This council was convened to clarify the relationship between the Armenian and Georgian churches. After the Council, Catholicos Abraham wrote an encyclical letter addressed to the people, blaming Kurion and his adherents for the schism. The Council never set up canons; it only deprived Georgians from taking Communion in the Armenian Church. Despite this, the Albanian Church remained under the jurisdiction of the Armenian Church while in communion with the Georgian Church.
What did the Georgian Church disagree with?;['the Armenian Church having approved the christology of Chalcedon.', 'the Armenian Church', 'christology of Chalcedon'];Almost a century later (609–610) the 3rd Council of Dvin was convened during the reign of Catholicos Abraham I of Aghbatank and Prince Smbat Bagratuni, with clergymen and laymen participating. The Georgian Church disagreed with the Armenian Church having approved the christology of Chalcedon. This council was convened to clarify the relationship between the Armenian and Georgian churches. After the Council, Catholicos Abraham wrote an encyclical letter addressed to the people, blaming Kurion and his adherents for the schism. The Council never set up canons; it only deprived Georgians from taking Communion in the Armenian Church. Despite this, the Albanian Church remained under the jurisdiction of the Armenian Church while in communion with the Georgian Church.
Who did the Albanian Church remain under?;['the Armenian Church', 'Armenian Church'];Almost a century later (609–610) the 3rd Council of Dvin was convened during the reign of Catholicos Abraham I of Aghbatank and Prince Smbat Bagratuni, with clergymen and laymen participating. The Georgian Church disagreed with the Armenian Church having approved the christology of Chalcedon. This council was convened to clarify the relationship between the Armenian and Georgian churches. After the Council, Catholicos Abraham wrote an encyclical letter addressed to the people, blaming Kurion and his adherents for the schism. The Council never set up canons; it only deprived Georgians from taking Communion in the Armenian Church. Despite this, the Albanian Church remained under the jurisdiction of the Armenian Church while in communion with the Georgian Church.
Why was the council held?;['clarify the relationship between the Armenian and Georgian churches', 'to clarify the relationship between the Armenian and Georgian churches', 'clarify the relationship between the Armenian and Georgian churches'];Almost a century later (609–610) the 3rd Council of Dvin was convened during the reign of Catholicos Abraham I of Aghbatank and Prince Smbat Bagratuni, with clergymen and laymen participating. The Georgian Church disagreed with the Armenian Church having approved the christology of Chalcedon. This council was convened to clarify the relationship between the Armenian and Georgian churches. After the Council, Catholicos Abraham wrote an encyclical letter addressed to the people, blaming Kurion and his adherents for the schism. The Council never set up canons; it only deprived Georgians from taking Communion in the Armenian Church. Despite this, the Albanian Church remained under the jurisdiction of the Armenian Church while in communion with the Georgian Church.
What does the Armenian Orthodox Church argue?;['the identification as "monophysitism" is an incorrect description of its position.', 'that the identification as "monophysitism" is an incorrect description of its position', 'monophysitism" is an incorrect description of its position'];However, again like other Oriental Orthodox Churches, the Armenian Orthodox Church argues that the identification as "monophysitism" is an incorrect description of its position. It considers Monophysitism, as taught by Eutyches and condemned at Chalcedon, a heresy and only disagrees with the formula defined by the Council of Chalcedon. The Armenian Church instead adheres to the doctrine defined by Cyril of Alexandria, considered as a saint by the Chalcedonian Churches as well, who described Christ as being of one incarnate nature, where both divine and human nature are united (miaphysis). To distinguish this from Eutychian and other versions of Monophysitism this position is called miaphysitism. Whereas the prefix "mono" means "only", thus emphasising the singular nature of Christ, "mia", simply means "one" unemphatically, and allows for a compound nature.
What does the church believe about Monophysitism?;['only disagrees with the formula defined by the Council of Chalcedon', 'a heresy', 'heresy'];However, again like other Oriental Orthodox Churches, the Armenian Orthodox Church argues that the identification as "monophysitism" is an incorrect description of its position. It considers Monophysitism, as taught by Eutyches and condemned at Chalcedon, a heresy and only disagrees with the formula defined by the Council of Chalcedon. The Armenian Church instead adheres to the doctrine defined by Cyril of Alexandria, considered as a saint by the Chalcedonian Churches as well, who described Christ as being of one incarnate nature, where both divine and human nature are united (miaphysis). To distinguish this from Eutychian and other versions of Monophysitism this position is called miaphysitism. Whereas the prefix "mono" means "only", thus emphasising the singular nature of Christ, "mia", simply means "one" unemphatically, and allows for a compound nature.
What doctrine does the Armenian church follow?;['the doctrine defined by Cyril of Alexandria', 'where both divine and human nature are united (miaphysis)', 'miaphysis'];However, again like other Oriental Orthodox Churches, the Armenian Orthodox Church argues that the identification as "monophysitism" is an incorrect description of its position. It considers Monophysitism, as taught by Eutyches and condemned at Chalcedon, a heresy and only disagrees with the formula defined by the Council of Chalcedon. The Armenian Church instead adheres to the doctrine defined by Cyril of Alexandria, considered as a saint by the Chalcedonian Churches as well, who described Christ as being of one incarnate nature, where both divine and human nature are united (miaphysis). To distinguish this from Eutychian and other versions of Monophysitism this position is called miaphysitism. Whereas the prefix "mono" means "only", thus emphasising the singular nature of Christ, "mia", simply means "one" unemphatically, and allows for a compound nature.
How is this position defined/distinguished?;['miaphysitism', 'Christ as being of one incarnate nature', 'divine and human nature are united'];However, again like other Oriental Orthodox Churches, the Armenian Orthodox Church argues that the identification as "monophysitism" is an incorrect description of its position. It considers Monophysitism, as taught by Eutyches and condemned at Chalcedon, a heresy and only disagrees with the formula defined by the Council of Chalcedon. The Armenian Church instead adheres to the doctrine defined by Cyril of Alexandria, considered as a saint by the Chalcedonian Churches as well, who described Christ as being of one incarnate nature, where both divine and human nature are united (miaphysis). To distinguish this from Eutychian and other versions of Monophysitism this position is called miaphysitism. Whereas the prefix "mono" means "only", thus emphasising the singular nature of Christ, "mia", simply means "one" unemphatically, and allows for a compound nature.
What is the plural form of Catholicos?;['Catholicoi', 'Catholicoi', 'Catholicoi'];It is headed by a Catholicos (the plural is Catholicoi). Although it is traditional in Eastern churches for the supreme head of the church to be named 'Patriarch', in the Armenian Apostolic Church hierarchy, the position of the Catholicos is higher than that of the Patriarch. The Armenian Apostolic Church presently has two catholicoi (Karekin II, Supreme Patriarch and Catholicos of All Armenians, and Aram I, Catholicos of the Great House of Cilicia), and two patriarchs, plus primates, archbishops and bishops, lower clergy and laity serving the Church.
What is the head of Eastern Churches called?;["'Patriarch", 'Patriarch', 'Catholicos'];It is headed by a Catholicos (the plural is Catholicoi). Although it is traditional in Eastern churches for the supreme head of the church to be named 'Patriarch', in the Armenian Apostolic Church hierarchy, the position of the Catholicos is higher than that of the Patriarch. The Armenian Apostolic Church presently has two catholicoi (Karekin II, Supreme Patriarch and Catholicos of All Armenians, and Aram I, Catholicos of the Great House of Cilicia), and two patriarchs, plus primates, archbishops and bishops, lower clergy and laity serving the Church.
Is Catholico higher than Patriarch?;['in the Armenian Apostolic Church hierarchy, the position of the Catholicos is higher than that of the Patriarch.', 'the position of the Catholicos is higher than that of the Patriarch', 'higher'];It is headed by a Catholicos (the plural is Catholicoi). Although it is traditional in Eastern churches for the supreme head of the church to be named 'Patriarch', in the Armenian Apostolic Church hierarchy, the position of the Catholicos is higher than that of the Patriarch. The Armenian Apostolic Church presently has two catholicoi (Karekin II, Supreme Patriarch and Catholicos of All Armenians, and Aram I, Catholicos of the Great House of Cilicia), and two patriarchs, plus primates, archbishops and bishops, lower clergy and laity serving the Church.
